Observer,Site,Date,Habitat,Depth_m,Genus,SizeStandardized,percent_Bleach,percent_VN_Dead,percent_N_Dead,Count
TA,LTER5,2019-07-15,OR,10,Acropora,30+,100,0,0,1
TA,LTER5,2019-07-15,OR,10,Acropora,10-29,50,0,0,1
TA,LTER5,2019-07-15,OR,10,Acropora,30+,95,5,0,1
TA,LTER5,2019-07-15,OR,10,Acropora,5-9,0,0,100,1
TA,LTER5,2019-07-15,OR,10,Acropora,30+,20,0,0,1
TA,LTER5,2019-07-15,OR,10,Acropora,10-29,0,80,20,1
TA,LTER5,2019-07-15,OR,10,Acropora,10-29,0,0,100,1
TA,LTER5,2019-07-15,OR,10,Acropora,10-29,0,100,0,1
TA,LTER5,2019-07-15,OR,10,Acropora,10-29,0,100,0,1
TA,LTER5,2019-07-15,OR,10,Acropora,30+,0,50,50,1
TA,LTER5,2019-07-15,OR,10,Acropora,10-29,0,0,100,1
TA,LTER5,2019-07-15,OR,10,Acropora,5-9,0,0,100,1
TA,LTER5,2019-07-15,OR,10,Acropora,10-29,0,50,50,1
TA,LTER5,2019-07-15,OR,10,Acropora,10-29,90,10,0,1
TA,LTER5,2019-07-15,OR,10,Acropora,10-29,0,100,0,2
TA,LTER5,2019-07-15,OR,10,Acropora,5-9,0,0,100,2
TA,LTER5,2019-07-15,OR,10,Acropora,30+,0,100,0,1
TA,LTER5,2019-07-15,OR,10,Acropora,10-29,0,0,100,3
TA,LTER5,2019-07-15,OR,10,Acropora,10-29,100,0,0,1
TA,LTER5,2019-07-15,OR,10,Acropora,5-9,0,0,100,1
TA,LTER5,2019-07-15,OR,10,Acropora,10-29,0,0,100,1
TA,LTER5,2019-07-15,OR,10,Acropora,10-29,85,15,0,1
TA,LTER5,2019-07-15,OR,10,Acropora,5-9,0,100,0,1
TA,LTER5,2019-07-15,OR,10,Acropora,30+,100,0,0,1
TA,LTER5,2019-07-15,OR,10,Acropora,10-29,0,100,0,1
TA,LTER5,2019-07-15,OR,10,Acropora,30+,85,15,0,1
TA,LTER5,2019-07-15,OR,10,Acropora,30+,20,80,0,1
TA,LTER5,2019-07-15,OR,10,Acropora,5-9,0,0,0,1
TA,LTER5,2019-07-15,OR,10,Acropora,10-29,95,5,0,1
TA,LTER5,2019-07-15,OR,10,Acropora,10-29,0,0,0,1
TA,LTER5,2019-07-15,OR,10,Acropora,5-9,0,100,0,1
TA,LTER5,2019-07-15,OR,10,Acropora,10-29,0,100,0,1
TA,LTER5,2019-07-15,OR,10,Acropora,10-29,0,0,100,1
TA,LTER5,2019-07-15,OR,10,Acropora,10-29,0,0,100,3
TA,LTER5,2019-07-15,OR,10,Acropora,5-9,0,0,100,1
TA,LTER6,2019-07-15,OR,10,Acropora,30+,95,5,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,30+,60,40,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,30+,100,0,0,2
TA,LTER6,2019-07-15,OR,10,Acropora,5-9,0,0,100,1
TA,LTER6,2019-07-15,OR,10,Acropora,5-9,30,70,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,10-29,30,70,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,10-29,80,10,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,10-29,0,100,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,30+,70,30,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,30+,0,0,100,1
TA,LTER6,2019-07-15,OR,10,Acropora,10-29,0,100,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,10-29,0,0,100,1
TA,LTER6,2019-07-15,OR,10,Acropora,5-9,0,0,100,1
TA,LTER6,2019-07-15,OR,10,Acropora,30+,0,0,100,1
TA,LTER6,2019-07-15,OR,10,Acropora,5-9,0,0,100,1
TA,LTER6,2019-07-15,OR,10,Acropora,10-29,30,70,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,30+,0,0,100,1
TA,LTER6,2019-07-15,OR,10,Acropora,10-29,0,0,100,1
TA,LTER6,2019-07-15,OR,10,Acropora,5-9,0,0,100,1
TA,LTER6,2019-07-15,OR,10,Acropora,10-29,85,0,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,5-9,0,100,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,10-29,10,90,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,10-29,70,20,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,5-9,25,0,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,10-29,0,100,0,2
TA,LTER6,2019-07-15,OR,10,Acropora,30+,100,0,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,10-29,100,0,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,30+,95,5,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,30+,0,100,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,10-29,0,0,100,1
TA,LTER6,2019-07-15,OR,10,Acropora,10-29,0,0,100,1
TA,LTER6,2019-07-15,OR,10,Acropora,30+,0,100,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,5-9,0,0,100,1
TA,LTER6,2019-07-15,OR,10,Acropora,10-29,100,0,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,5-9,0,0,100,2
TA,LTER6,2019-07-15,OR,10,Acropora,10-29,0,0,100,1
TA,LTER6,2019-07-15,OR,10,Acropora,10-29,0,100,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,5-9,0,100,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,30+,100,0,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,10-29,0,0,100,1
TA,LTER6,2019-07-15,OR,10,Acropora,10-29,0,100,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,30+,0,0,100,1
TA,LTER6,2019-07-15,OR,10,Acropora,10-29,0,0,100,1
TA,LTER6,2019-07-15,OR,10,Acropora,10-29,95,5,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,10-29,0,100,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,10-29,55,45,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,30+,0,100,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,30+,0,100,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,10-29,0,100,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,10-29,0,0,100,1
TA,LTER6,2019-07-15,OR,10,Acropora,30+,95,5,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,30+,95,0,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,30+,85,15,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,10-29,80,20,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,30+,95,5,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,5-9,0,0,100,1
TA,LTER6,2019-07-15,OR,10,Acropora,10-29,85,15,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,30+,0,0,100,1
TA,LTER6,2019-07-15,OR,10,Acropora,5-9,0,0,100,1
TA,LTER6,2019-07-15,OR,10,Acropora,10-29,0,0,100,1
TA,LTER6,2019-07-15,OR,10,Acropora,5-9,0,100,0,2
TA,LTER6,2019-07-15,OR,10,Acropora,10-29,75,0,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,10-29,15,85,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,10-29,85,5,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,30+,100,0,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,5-9,0,0,100,2
TA,LTER6,2019-07-15,OR,10,Acropora,10-29,80,20,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,10-29,0,0,100,1
TA,LTER6,2019-07-15,OR,10,Acropora,30+,30,70,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,30+,50,50,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,30+,0,100,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,5-9,0,50,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,10-29,0,0,100,1
TA,LTER6,2019-07-15,OR,10,Acropora,10-29,100,0,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,5-9,0,0,100,1
TA,LTER6,2019-07-15,OR,10,Acropora,30+,60,40,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,5-9,0,100,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,30+,0,0,100,1
TA,LTER6,2019-07-15,OR,10,Acropora,10-29,0,100,0,1
TA,LTER6,2019-07-15,OR,10,Acropora,10-29,0,0,100,1
TA,LTER6,2019-07-15,OR,10,Acropora,5-9,0,0,100,1
