Date,Location,Acanthastrea,Acropora,Astrea,Astreopora,Crustose_Coralline_Algae_or_Bare_Space,Cyphastrea,Fungiidae_unidentified,Gardineroseris,Goniastrea,Herpolitha,Leptastrea,Leptoseris,Lobophyllia,Macroalgae,Millepora,Montipora,Non_coralline_Crustose_Algae,Pachyseris,Pavona,Plesiastrea,Pocillopora,Porites,Porites_irregularis,Porites_rus,Porites_spp_Massive,Psammocora,Sand,Sandolitha,Soft_Coral,Stylocoeniella,Tubastrea,Turf,Unknown_or_Other,Stony_Coral
2005-04,LTER 1 Fringing Reef Coral Transect Pole 5-6 Quadrat 7,0,0,0,0,24.8,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,48.4,0,0,0,0,12.7,0,0,0,0,13.4,0,48.4
2005-04,LTER 1 Fringing Reef Coral Transect Pole 5-6 Quadrat 8,0,0,0,0,57.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,0,0,0,0,27,0,0,0,0,3.1,0,12.3
2005-05,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 1,0,3,0,0,73.2,0,0,0,0,0,0,0,0,0,0,1.8,0,0,1.2,0,15.9,4.9,0,0,0,0,0,0,0,0,0,0,0,26.8
2005-05,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 2,0,18.8,1.2,0,43.6,0,0,0,0,0,0,0,0,0.6,0,0,0,0,1.2,0,26.1,0,0,0,0,0,0,0,0,0,0,8.5,0,47.3
2005-05,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 3,0,26.7,0,0,47.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2,3.6,0,0,0,0,0,0,0,0,0,4.2,0,48.5
2005-05,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 4,0,3.1,0,0,40.7,0,0,0,0,0,1.2,0,0,6.8,0,2.5,0,0,0,0,32.7,13,0,0,0,0,0,0,0,0,0,0,0,52.5
2005-05,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 5,0,8.2,0,0,57.2,0,0,0,0,0,0,0,0,7.5,0,0.6,0,0,0,0,17,7.5,0,0,0,0,0,0,0,0,0,1.9,0,33.3
2005-05,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 6,0,10.3,0,0,37,0,0.6,0,0,0,0,0,0,0,0,0,0,0,1.2,0,50.9,0,0,0,0,0,0,0,0,0,0,0,0,63
2005-05,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 7,0,6.6,0,0,54.5,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,17.4,6,0,0,0,0,0,0,0,0,0,0,0,30
2005-05,LTER 1 Outer 10 m Coral Transect Pole 1-2 Quadrat 8,0,8,0,0,51.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.8,3.7,0,0,0,0,0,0,0,0,0,0,0,48.7
2005-05,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 1,0,28,0,0,43.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3,10.7,0,0,0,0,0,0,0,0,0,6.5,0,50
2005-05,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 2,0,14.2,0,0,42.6,0,0,0,0,0,0,0,0,10.1,0,0.6,0,0,0,0,7.7,17.2,0,0,0,0,0,0,0,0,0,7.7,0,39.7
2005-05,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 3,0,12.7,0,0,53,0,0,0,0,0,0.6,0,0,1.8,0,0,0,0,0,0,6.6,20.5,0,0,0,0,0,0,0,0,0,4.8,0,40.4
2005-05,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 4,0,77.3,0,0,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,78.5
2005-05,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 5,0,82.5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,3.6,0,0,0,0,0,0,0,0,0,1.2,0,92.7
2005-05,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,0,35.1,0,0,43.5,0,0,0,0,0,1.8,0,0,2.4,0,0,0,0,0.6,0,16.1,0,0,0,0,0,0.6,0,0,0,0,0,0,53.6
2005-05,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,0,38.2,0,0,38.2,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,12.7,0,0,0,0,0,9.7,0,0,0,0,0,0,50.9
2005-05,LTER 1 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,0,0,0,0,65.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.6,0,0,0,0,0,0,0
2005-05,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,0,6.6,1.2,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9,16.3,0,0,0,0,0,0,0,0,0,0,0,41
2005-05,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,0,4.9,0,0,64,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,12.2,17.1,0,0,0,0,0.6,0,0,0,0,0,0,34.2
2005-05,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,0,24.6,0,0,40.1,0,0,0,0,0,0,0,0,13.8,0,0,0,0,0,0,7.2,13.2,0,0,0,1.2,0,0,0,0,0,0,0,46.2
2005-05,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,0,3.6,0,0,21.6,0,0,0,0,0,0,0,0,13.2,0,0,0,0,0.6,0,35.3,24,0,0,0,0,0,0,0,0,0,1.8,0,63.5
2005-05,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,0,0,1.2,0,41.7,0,0,0,0,0,0,0,0,13.1,0,1.8,0,0,0,0,25.6,16.7,0,0,0,0,0,0,0,0,0,0,0,45.3
2005-05,LTER 1 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,0,8.7,0,0,45.9,0,0,0,0,0,7,0,0,16.3,0,0.6,0,0,2.3,0,13.4,3.5,0,0,0,0,0,0,0,0,0,2.3,0,35.5
2005-05,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,0,3.6,0,0,47.9,0,0,0,0,0,0,0,0,21.2,0,0,0,0,0,0,18.8,1.8,0,0,0,0,6.7,0,0,0,0,0,0,24.2
2005-05,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 2,0,15.7,2.9,0,55.8,0.6,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,8.7,15.1,0,0,0,0,0,0,0,0,0,0,0,43
2005-05,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 3,0,14.7,0,0,27,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0.6,0,12.3,38.7,0,0,0,0,0,0,0,0,0,4.9,0,66.3
2005-05,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 4,0,21,0.6,0,37.7,0,0,0,0,0,0,0,0,14.2,0,0,0,0,0,0,23.5,0.6,0,0,0,0,0.6,0,0,0,0,1.9,0,45.7
2005-05,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 5,0,3,1.2,0,39.5,0,0,0,0,0,3.6,0,0,3,0,0,0,0,3.6,0,17.4,28.7,0,0,0,0,0,0,0,0,0,0,0,57.5
2005-05,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 6,0,3.6,0,0,40.1,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,32.9,21,0,0,0,0,0,0,0,0,0,1.2,0,58.7
2005-05,LTER 1 Outer 10 m Coral Transect Pole 4-5 Quadrat 7,0,2.4,0,0,46.1,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0.6,0,32.9,13.2,0,0,0,0,0,0,0,0,0,0,0,49.1
2005-05,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 1,0,2.4,3,0,47,0,0,0,0,0,10.7,0,0,12.5,0,0,0,0,1.2,0,20.8,2.4,0,0,0,0,0,0,0,0,0,0,0,40.5
2005-05,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 2,0,0,0,0,42.3,0,0,0,0,0,0.6,0,0,22,0,0,0,0,0,0,30.4,0,0,0,0,0,4.8,0,0,0,0,0,0,31
2005-05,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 3,0,9.1,0.6,0,41.7,0,0,0,0,0,0,0,0,18.9,0,2.3,0,0,0,0,17.7,4.6,0,0,0,0,2.3,0,0,0,0,2.9,0,34.3
2005-05,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 4,0,2.4,0,0,40.7,0,0,0,0,0,1.8,0,0,19.2,0,0,0,0,0,0,29.3,6.6,0,0,0,0,0,0,0,0,0,0,0,40.1
2005-05,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 5,0,0,1.2,0,45.6,0,0.6,0,0,0,4.7,0,0,41.4,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,13
2005-05,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 6,0,16.6,0,0,39.3,0,0,0,0,0,3.7,0,0,8.6,9.8,0,0,0,0,0,16,4.3,0,0,0,0,0,0,0,0,0,1.8,0,40.6
2005-05,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 7,0,39.2,0,0,30.4,0.6,1.9,0,0,0,0,0,0,4.4,0,0,0,0,0,0,8.9,12.7,0,0,0,0,0,0,0,0,0,1.9,0,63.3
2005-05,LTER 1 Outer 10 m Coral Transect Pole 5-6 Quadrat 8,0,8.6,0.6,0,23.9,0,0,0,0,0,0,0,0,8.6,0,0,0,0,0,0,25.8,32.5,0,0,0,0,0,0,0,0,0,0,0,67.5
2005-05,LTER 1 Outer 17 m Coral Transect Pole 1-2 Quadrat 1,0,20.9,0,0.6,64.4,0,0,0,0.6,0,1.2,0,0,0,0,0,0,0,2.5,0,5.5,2.5,0,0,0,0,1.8,0,0,0,0,0,0,33.8
2005-05,LTER 1 Outer 17 m Coral Transect Pole 1-2 Quadrat 2,0,0.7,0,0,58.9,0,0,0,0,0,0,0,0,0,0,1.3,0,0,1.3,0,13.2,12.6,0,0,0,1.3,9.9,0,0,0,0,0.7,0,30.4
2005-05,LTER 1 Outer 17 m Coral Transect Pole 1-2 Quadrat 3,0,0,0,0,47.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,35,0,0,0,0,15.6,0,0,0,0,0,0,36.9
2005-05,LTER 1 Outer 17 m Coral Transect Pole 1-2 Quadrat 4,0,4.9,0,0,33.7,0,0,0,0,0,0,0,0,0,0,0.6,0,0,1.2,0,12.3,31.3,0,0,0,0,16,0,0,0,0,0,0,50.3
2005-05,LTER 1 Outer 17 m Coral Transect Pole 1-2 Quadrat 5,0,6.7,0.6,0,40.6,0,0,0,0,0,3.6,0,0,0,0,4.2,0,0,7.9,0,18.8,10.3,0,0,0,6.7,0,0,0,0,0,0.6,0,58.8
2005-05,LTER 1 Outer 17 m Coral Transect Pole 1-2 Quadrat 6,0,4.3,0,0,40.7,0,0,0,0,0,10.5,0,0,0,0,1.2,0,0,1.2,0,31.5,2.5,0,0,0,0.6,7.4,0,0,0,0,0,0,51.8
2005-05,LTER 1 Outer 17 m Coral Transect Pole 1-2 Quadrat 7,0,1.7,0,0,60.7,0,5.1,0,0,0,2.2,0,0,0.6,0,0,0,0,0,0,6.7,16.3,0,0,0,0.6,6.2,0,0,0,0,0,0,32.6
2005-05,LTER 1 Outer 17 m Coral Transect Pole 1-2 Quadrat 8,0,5.9,0,0,21.9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14.2,55,0,0,0,0,0,0,0,0,0,0,0,78.1
2005-05,LTER 1 Outer 17 m Coral Transect Pole 2-3 Quadrat 1,0,10.6,0,0,48.4,0,0,0,0,0,0.6,0,0,1.2,0,0,0,0,0,0,8.7,12.4,0,0,0,0,18,0,0,0,0,0,0,32.3
2005-05,LTER 1 Outer 17 m Coral Transect Pole 2-3 Quadrat 2,0,16,0,0,37.7,0,1.2,0,0,0,0,0,0,0,0,0,0,0,1.2,0,22.8,21,0,0,0,0,0,0,0,0,0,0,0,62.2
2005-05,LTER 1 Outer 17 m Coral Transect Pole 2-3 Quadrat 3,0,32.6,0,0,32.6,2.3,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,9.3,16.3,0,0,0,0,5.8,0,0,0,0,0,0,61.7
2005-05,LTER 1 Outer 17 m Coral Transect Pole 2-3 Quadrat 4,0,2.3,2.9,0,69.9,0,0,0,0,0,1.2,0,0,1.2,0,0,0,0,0,0,21.4,1.2,0,0,0,0,0,0,0,0,0,0,0,29
2005-05,LTER 1 Outer 17 m Coral Transect Pole 2-3 Quadrat 5,0,0,0,0,51.8,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,31.1,15.9,0,0,0,0,0,0,0,0,0,0,0,48.2
2005-05,LTER 1 Outer 17 m Coral Transect Pole 2-3 Quadrat 6,0,1.2,0,0,80.6,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,13.9,1.2,0,0,0,0,1.8,0,0,0,0,0,0,16.3
2005-05,LTER 1 Outer 17 m Coral Transect Pole 2-3 Quadrat 7,0,5.7,0,0,69,0.6,0,0,0,0,0.6,0,0,0,0,1.7,0,0,3.4,0,13.2,5.7,0,0,0,0,0,0,0,0,0,0,0,30.9
2005-05,LTER 1 Outer 17 m Coral Transect Pole 2-3 Quadrat 8,0,15.9,0,0,52.4,0.6,0,0,0,0,8.8,0,0,0,0,0,0,0,1.2,0,8.8,12.4,0,0,0,0,0,0,0,0,0,0,0,47.7
2005-05,LTER 1 Outer 17 m Coral Transect Pole 3-4 Quadrat 1,0,25.4,0,0,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.7,6.9,0,0,0,0,12.1,0,0,0,0,0,0,67
2005-05,LTER 1 Outer 17 m Coral Transect Pole 3-4 Quadrat 2,0,28.8,0,0,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,38.4,10.2,0,0,0,1.1,3.4,0,0,0,0,0,0,79.6
2005-05,LTER 1 Outer 17 m Coral Transect Pole 3-4 Quadrat 3,0,20.9,0.6,0,31.3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,25.8,14.7,0,0,0,0,3.7,0,0,0,0,0,0,65.1
2005-05,LTER 1 Outer 17 m Coral Transect Pole 3-4 Quadrat 4,0,22.6,0.6,0,42.3,0,0.6,0,0,0,0,0,0,0,0,1.2,0,0,4.2,0,7.7,7.7,0,0,0,0,13.1,0,0,0,0,0,0,44.6
2005-05,LTER 1 Outer 17 m Coral Transect Pole 3-4 Quadrat 5,0,4.9,0,1.8,22,0,0,0,0,0,3,0,0,0,12.2,0,0,0,1.2,0,40.2,3.7,0,0,0,0,11,0,0,0,0,0,0,54.8
2005-05,LTER 1 Outer 17 m Coral Transect Pole 3-4 Quadrat 6,0,1.7,0.6,0,24.9,0,3.5,0,0,0,11,0,0,0,15.6,0,0,0,0.6,0,37.6,2.9,0,0,0,0,1.7,0,0,0,0,0,0,57.9
2005-05,LTER 1 Outer 17 m Coral Transect Pole 4-5 Quadrat 1,0,0,0,0,57,0,0,0,0,0,4.4,0,0,0,0,15.2,0,0,0,0,8.9,3.2,0,0,0,0,11.4,0,0,0,0,0,0,31.7
2005-05,LTER 1 Outer 17 m Coral Transect Pole 4-5 Quadrat 2,0,5.3,0,0,24.1,0,0,0,0,0,16.5,0,0,0,0,0,0,0,0.6,0,21.2,5.9,0,0,0,0,25.3,0,0,0,0,1.2,0,49.5
2005-05,LTER 1 Outer 17 m Coral Transect Pole 4-5 Quadrat 3,0,0,0,0,61.2,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,13.5,7.3,0,0,0,0,17.4,0,0,0,0,0,0,21.4
2005-05,LTER 1 Outer 17 m Coral Transect Pole 4-5 Quadrat 4,0,0,0,0,53.1,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,6.2,29.4,0,0,0,0,10.7,0,0,0,0,0,0,35.6
2005-05,LTER 1 Outer 17 m Coral Transect Pole 4-5 Quadrat 5,0,0,0,0,39.1,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,30.4,1.9,0,0,0,0,28,0,0,0,0,0,0,32.3
2005-05,LTER 1 Outer 17 m Coral Transect Pole 4-5 Quadrat 6,0,4.9,0,0,64.8,0,0,0,0,9.3,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,35.2
2005-05,LTER 1 Outer 17 m Coral Transect Pole 4-5 Quadrat 7,1.2,14,0,3,54.3,0,0,0,0,4.9,0,0,0,0,0,1.8,0,0,0,0,3.7,4.9,0,0,0,0,12.2,0,0,0,0,0,0,33.5
2005-05,LTER 1 Outer 17 m Coral Transect Pole 4-5 Quadrat 8,0,8.4,0,0,34.3,0,4.2,0,0,0,1.8,0,0,0.6,0,0,0,0,7.8,0,34.9,7.8,0,0,0,0,0,0,0,0,0,0,0,64.9
2005-05,LTER 1 Outer 17 m Coral Transect Pole 5-6 Quadrat 1,0,12.7,1.8,0,47.3,0,0,0,0,0,0.6,0,0,0,0,1.8,0,0,0,0,23,4.2,0,0,0,8.5,0,0,0,0,0,0,0,52.6
2005-05,LTER 1 Outer 17 m Coral Transect Pole 5-6 Quadrat 2,0,8.3,3.2,0,46.2,0,0,0,0,0,0.6,0,0,0.6,0,4.5,0,0,0.6,0,19.2,10.9,0,0,0,0,5.8,0,0,0,0,0,0,47.3
2005-05,LTER 1 Outer 17 m Coral Transect Pole 5-6 Quadrat 3,0,0,0.6,0,99.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
2005-05,LTER 1 Outer 17 m Coral Transect Pole 5-6 Quadrat 4,0,0,0,1.2,59,0,0,0,0,0,0,0,0,0,0,12.7,0,0,0,0,3.5,9.2,0,0,0,0,14.5,0,0,0,0,0,0,26.6
2005-05,LTER 1 Outer 17 m Coral Transect Pole 5-6 Quadrat 5,0,5.9,0,0,33.5,0,0,0,0,0,5.3,0,0,0,0,1.2,0,0,1.2,0,28.8,2.4,0,0,0,0.6,21.2,0,0,0,0,0,0,45.4
2005-05,LTER 1 Outer 17 m Coral Transect Pole 5-6 Quadrat 6,0,1.8,1.8,0,38.7,0,0,0,0,0,4.8,0,0,1.2,0,0,0,0,0,0,19.6,1.8,0,0,0,0,30.4,0,0,0,0,0,0,29.8
